"pmid","journalTitle","citedByCount"
"20950452","BMC Bioinformatics",13
"25173149","Curr Opin Genet Dev",13
"26673153","Sci Rep",13
"26542213","Cancer Res",13
"28469625","Front Plant Sci",13
"28414762","PLoS One",13
"19798668","Proteomics",13
"22279562","PLoS One",13
"26573226","BMC Genomics",13
"28152520","Oncotarget",13
"26300901","Front Plant Sci",13
"26173068","Hepatology",13
"19566917","Genome Med",13
"28085158","ISME J",13
"28004582","J Proteome Res",13
"21887343","PLoS One",13
"26172280","PLoS One",13
"26068961","Environ Health Perspect",13
"28065665","EBioMedicine",13
"25932616","ISME J",13
"27853459","Front Immunol",13
"25866527","Psychiatry Investig",13
"25755629","Metabolomics",13
"27841365","Sci Rep",13
"25890336","BMC Syst Biol",13
"23409046","PLoS One",13
"21691773","Hum Genet",13
"23303787","Nucleic Acids Res",13
"22530030","PLoS One",13
"21187013","BMC Syst Biol",13
"25675096","PLoS One",13
"23282057","BMC Syst Biol",13
"27465480","Sci Rep",13
"27518577","PLoS One",13
"25756177","PLoS One",13
"27391817","Genome Biol",13
"25361207","Mol Biosyst",13
"25328286","Mediators Inflamm",13
"22762024","Cold Spring Harb Perspect Med",13
"25296724","Br J Pharmacol",13
"27233968","J Immunol",13
"27146629","BMC Genomics",13
"25062917","Genome Biol Evol",13
"22540037","G3 (Bethesda)",13
"24931604","Cell Rep",13
"26934103","PLoS One",13
"26872775","Genome Biol Evol",13
"26801007","Plant Biotechnol J",13
"22962457","Bioinformatics",13
"29141866","J Exp Med",13
"22672625","BMC Res Notes",13
"22619070","Phytother Res",13
"26582802","Toxicol Sci",13
"24286505","OMICS",13
"24523406","J Biol Chem",13
"30150281","Mol Syst Biol",13
"24025115","BMC Microbiol",13
"26300851","Front Microbiol",13
"23981351","Bioinformatics",13
"23710042","Hum Mol Genet",13
"29761785","Elife",13
"25617468","J Exp Bot",13
"23270405","J Proteome Res",13
"25614662","J Exp Bot",13
"21283746","PLoS One",13
"21124949","PLoS Comput Biol",13
"25270759","BMC Plant Biol",13
"23272104","PLoS One",13
"25226523","PLoS One",13
"27956632","Proc Natl Acad Sci U S A",13
"22641617","Toxicol Sci",13
"25079789","PLoS Negl Trop Dis",13
"19480664","Genome Biol",13
"24921649","PLoS Comput Biol",13
"22727066","BMC Genomics",13
"24895380","Mol Cell Proteomics",13
"22174805","PLoS One",13
"22136666","BMC Med Genomics",13
"24260186","PLoS One",13
"21666746","PLoS One",13
"24097821","Cancer Res",13
"22303325","Front Genet",13
"18786940","J Antimicrob Chemother",13
"17673083","Methods Enzymol",13
"23316440","G3 (Bethesda)",13
"22964224","Mol Cell Proteomics",13
"26269711","Biotechnol Biofuels",13
"22710165","FEBS Lett",13
"22319180","J Am Med Inform Assoc",13
"22206472","BMC Genomics",13
"22140548","PLoS One",13
"19402918","BMC Med Genomics",13
"18923145","Mol Biol Cell",13
"21954455","Physiol Genomics",13
"17967189","BMC Genomics",13
"20118660","Plant Signal Behav",13
"19917103","BMC Syst Biol",13
"20510229","Dev Biol",13
"30425571","Cancer Manag Res",12
"28858211","Int J Mol Sci",12
"29617745","Database (Oxford)",12
"30506958","J Cell Biochem",12
"30099455","Cell Physiol Biochem",12
"29847813","Cell Physiol Biochem",12
"28744358","Gastroenterol Hepatol Bed Bench",12
"28819298","Sci Rep",12
"29642539","Genes (Basel)",12
"29455577","Autophagy",12
"28799567","Cancer Gene Ther",12
"28761373","J Pain Res",12
"27208688","BJU Int",12
"28915563","Oncotarget",12
"30487517","Nat Commun",12
"30380806","Cells",12
"28572091","Mol Cell Proteomics",12
"29440177","Clin Cancer Res",12
"27835046","Hypertens Pregnancy",12
"28476771","Appl Environ Microbiol",12
"30275705","Onco Targets Ther",12
"26713229","PeerJ",12
"29328463","Oncol Rep",12
"31016031","NPJ Regen Med",12
"24833336","Biology (Basel)",12
"28038465","Oncotarget",12
"27199111","Am J Physiol Heart Circ Physiol",12
"30889379","Cancer Cell",12
"25375323","PLoS One",12
"28611656","Front Aging Neurosci",12
"28440314","Sci Rep",12
"27107567","BMC Immunol",12
"27600237","Microarrays (Basel)",12
"27899625","Nucleic Acids Res",12
"27150809","Nucleic Acids Res",12
"23281970","BMC Genomics",12
"29800320","Nucleic Acids Res",12
"27180817","Sci Rep",12
"29371928","Oncotarget",12
"26246854","Biotechnol Biofuels",12
"28811546","Sci Rep",12
"25707690","BMC Syst Biol",12
"27699251","JCI Insight",12
"27567355","Environ Res",12
"30519354","J Cancer",12
"24209834","J Biomed Semantics",12
"28369524","Nucleic Acids Res",12
"28807942","Cancer Res",12
"28797234","BMC Genomics",12
"29946025","Proc Natl Acad Sci U S A",12
"24801713","PLoS One",12
"25830415","Cell Cycle",12
"28632924","Pharmacotherapy",12
"23552858","Kidney Int",12
"31160049","Cell",12
"28642237","Arterioscler Thromb Vasc Biol",12
"28656061","Theranostics",12
"26628405","Med Sci Monit",12
"24344970","J Cheminform",12
"25180703","PLoS One",12
"26771926","ISME J",12
"23390349","Bioinformation",12
"29515202","Sci Rep",12
"26504105","Database (Oxford)",12
"26925069","Front Plant Sci",12
"28303124","Front Microbiol",12
"28316892","PeerJ",12
"27217770","Onco Targets Ther",12
"26615914","Sci Rep",12
"25786114","PLoS One",12
"21828085","Bioinformatics",12
"28722124","J Pathol",12
"29326686","Front Immunol",12
"29268780","Microbiome",12
"25335079","PLoS One",12
"26812476","PLoS One",12
"25873999","Genome Med",12
"26261215","Nucleic Acids Res",12
"23725466","BMC Bioinformatics",12
"22292669","BMC Bioinformatics",12
"26263550","PLoS One",12
"25486901","BMC Immunol",12
"27406561","mBio",12
"23846697","J Biol Chem",12
"23239973","PLoS One",12
"29872572","Oncoimmunology",12
"28993643","Nat Commun",12
"27653551","Sci Rep",12
"26110843","BMC Genomics",12
"27561355","Sci Rep",12
"29340250","PeerJ",12
"25642247","Int J Endocrinol",12
"25193104","Expert Rev Vaccines",12
"27317456","Vaccine",12
"26236402","J Cheminform",12
"27176600","BMC Microbiol",12
"30122881","World J Gastroenterol",12
"27112593","Sci Rep",12
"27042212","Biotechnol Biofuels",12
"23748960","Nucleic Acids Res",12
"25086704","BMC Genomics",12
"26960563","Sci Rep",12
"22482944","Methods Cell Biol",12
"28450578","Drug Metab Dispos",12
"25781976","PLoS One",12
"30089273","Cell Rep",12
"21756334","BMC Bioinformatics",12
"27634901","Oncotarget",12
"28771526","PLoS One",12
"24345006","BMC Genomics",12
"25125975","Int J Chron Obstruct Pulmon Dis",12
"28713971","Int J Mol Med",12
"26303183","Stem Cells",12
"24519983","Stem Cells",12
"26498364","Oncotarget",12
"24489955","PLoS One",12
"23566277","Proteome Sci",12
"29698924","Redox Biol",12
"25350354","BMC Bioinformatics",12
"26473851","Int J Mol Sci",12
"27285756","Oncotarget",12
"23748012","Fungal Genet Biol",12
"27857118","Nat Commun",12
"30633903","Cell",12
"19629191","PLoS One",12
"26238555","Sci Rep",12
"29396446","Cell Death Dis",12
"28395871","Biol Psychiatry",12
"23174015","BMC Bioinformatics",12
"29273645","Ann Rheum Dis",12
"25631175","Syst Biol",12
"28094803","Sci Rep",12
"30496396","Genome Biol Evol",12
"22662235","PLoS One",12
"29246190","BMC Genomics",12
"23737854","Evid Based Complement Alternat Med",12
"22355334","PLoS One",12
"29083404","Nat Genet",12
"30469422","Cancers (Basel)",12
"25887185","BMC Genomics",12
"30385732","JCI Insight",12
"28052980","J Gerontol A Biol Sci Med Sci",12
"22147730","Mol Cell Proteomics",12
"27145901","Nat Commun",12
"26945693","Cell Microbiol",12
"21843341","BMC Syst Biol",12
"28775366","Exp Mol Med",12
"28878756","Front Microbiol",12
"28945760","PLoS Genet",12
"25300491","Nucleic Acids Res",12
"21966390","PLoS One",12
"28637687","Clin Cancer Res",12
"24644080","J Cell Biochem",12
"29980614","Mol Syst Biol",12
"25045661","Biomed Res Int",12
"29933394","PLoS One",12
"29924794","PLoS Genet",12
"27871224","BMC Genomics",12
"26459023","BMC Res Notes",12
"24478075","Infect Immun",12
"22731960","BMC Evol Biol",12
"24069397","PLoS One",12
"19826487","PLoS One",12
"26735889","Oncotarget",12
"26713261","PeerJ",12
"29622030","Genome Biol",12
"26609121","Schizophr Bull",12
"29805592","Oncol Lett",12
"27922089","Sci Rep",12
"28933920","Am J Respir Cell Mol Biol",12
"26460735","Oncotarget",12
"27633790","G3 (Bethesda)",12
"29357390","PLoS Pathog",12
"26328610","BMC Genomics",12
"31053733","Nat Commun",12
"27582081","Nat Commun",12
"25555159","Elife",12
"27477686","Sci Rep",12
"27569059","Stem Cell Reports",12
"22096234","Nucleic Acids Res",12
"29180619","Nat Commun",12
"23552407","J Virol",12
"27425618","Cell Rep",12
"25885339","BMC Cancer",12
"27542232","Oncotarget",12
"25714833","PLoS One",12
"29067032","Front Plant Sci",12
"29036566","Genome Biol Evol",12
"28447939","Stem Cell Reports",12
"28918244","Cell Syst",12
"25717322","Front Microbiol",12
"25071821","Front Genet",12
"24939129","Curr Protoc Bioinformatics",12
"25525446","Evid Based Complement Alternat Med",12
"22809392","Genome Biol",12
"20453003","Bioinformatics",12
"30518857","Nature",12
"24516403","PLoS Genet",12
"25043256","J Pathol",12
"28119334","DNA Res",12
"22493694","PLoS One",12
"25143833","Int J Proteomics",12
"28431272","Neoplasia",12
"24357409","Nucleic Acids Res",12
"24978826","Pain",12
"26579095","Front Microbiol",12
"18428770","Curr Protoc Bioinformatics",12
"19906839","Brief Bioinform",12
"26384347","Oncotarget",12
"28295011","Sci Rep",12
"18195359","Proc Natl Acad Sci U S A",12
"28248290","Nat Microbiol",12
"23382878","PLoS One",12
"23284986","PLoS One",12
"24606912","J Hematol Oncol",12
"23894281","PLoS One",12
"23849056","Biochem J",12
"27845900","Oncotarget",12
"26187962","Appl Environ Microbiol",12
"30018075","J Exp Med",12
"25903559","BMC Genomics",12
"21774799","Biol Direct",12
"21500866","J Proteome Res",12
"24056467","Appl Environ Microbiol",12
"27695121","PLoS One",12
"21339799","PLoS One",12
"21232107","BMC Plant Biol",12
"27663768","Am J Physiol Heart Circ Physiol",12
"24069388","PLoS One",12
"27631111","PLoS One",12
"27600248","BMC Bioinformatics",12
"29777171","Nat Commun",12
"27570529","Front Plant Sci",12
"25502083","Med Oncol",12
"27542721","BMC Genomics",12
"19272523","Differentiation",12
"25450479","Toxicol Appl Pharmacol",12
"27462320","Front Plant Sci",12
"23469179","PLoS One",12
"25189542","Mol Cancer Ther",12
"21980443","PLoS One",12
"29472497","J Exp Med",12
"25091279","BMC Plant Biol",12
"29356532","J Med Chem",12
"27068810","BMC Genet",12
"24888712","Biotechnol Bioeng",12
"22523595","PLoS One",12
"27053949","BioData Min",12
"26963095","PLoS One",12
"24868558","J Diabetes Res",12
"29254951","Mol Syst Biol",12
"26839216","Sci Rep",12
"19779614","PLoS One",12
"29134198","Sci Adv",12
"29129916","Nat Commun",12
"26635396","Nucleic Acids Res",12
"24497937","PLoS One",12
"29138280","Genes Dev",12
"26265206","BMC Genomics",12
"27983596","Int J Mol Sci",12
"26150806","Front Microbiol",12
"23717577","PLoS One",12
"20003429","BMC Bioinformatics",12
"21624156","J Biomed Semantics",12
"23567489","Pharmacogenomics J",12
"28484006","Proc Natl Acad Sci U S A",12
"25887588","BMC Plant Biol",12
"23481379","Nat Commun",12
"20597848","Stat Appl Genet Mol Biol",12
"25532559","BMC Genomics",12
"23064335","Appl Environ Microbiol",12
"25350754","PLoS One",12
"28056084","PLoS Genet",12
"25093322","PLoS One",12
"25075227","Clin Epigenetics",12
"22502997","Mob DNA",12
"22956100","Methods Mol Biol",12
"22155586","Brief Funct Genomics",12
"22022585","PLoS One",12
"21985575","BMC Syst Biol",12
"24278214","PLoS One",12
"21760913","PLoS One",12
"18445634","Nucleic Acids Res",12
"21533142","PLoS One",12
"21515921","J Lipid Res",12
"17705877","BMC Pharmacol",12
"20808764","PLoS One",12
"20205738","BMC Genomics",12
"21980951","Mol Ecol",12
"25106423","Mol Cell Proteomics",12
"21092319","BMC Genomics",12
"17543125","BMC Bioinformatics",12
"24387666","BMC Plant Biol",12
"26371554","Elife",12
"23359619","PLoS One",12
"17214898","BMC Bioinformatics",12
"21049007","PLoS One",12
"31493764","Aging (Albany NY)",11
"30170380","Medicine (Baltimore)",11
"30602391","J Transl Med",11
"30533316","PeerJ",11
"29706616","Med Sci Monit Basic Res",11
"30971889","Front Mol Neurosci",11
"29962817","World J Gastroenterol",11
"30221674","Int J Oncol",11
"29697803","J Exp Bot",11
"29471829","Mol Cancer",11
"30027097","Biomed Res Int",11
"28150246","Methods Mol Biol",11
"29305979","Gene",11
"28640074","Medicine (Baltimore)",11
"27777973","JCI Insight",11
"26988373","Cold Spring Harb Protoc",11
"27917194","Front Genet",11
"30016465","Nucleic Acids Res",11
"28949095","Thorac Cancer",11
"28224023","Gastroenterol Hepatol Bed Bench",11
"29448241","Aging (Albany NY)",11
"28177879","Oncotarget",11
"30034643","J Extracell Vesicles",11
"27870168","Stem Cells",11
"29988523","Biotechnol Biofuels",11
"29420694","Bioinformatics",11
"28533755","Front Physiol",11
"28536832","Graefes Arch Clin Exp Ophthalmol",11
"26082651","Adv Appl Bioinform Chem",11
"27112575","BMC Bioinformatics",11
"29242407","Aging (Albany NY)",11
"28090086","Nat Commun",11
"30464611","Cancer Manag Res",11
"28477207","EURASIP J Bioinform Syst Biol",11
"27169501","Part Fibre Toxicol",11
"26131602","Sci Rep",11
"26973680","Front Plant Sci",11
"27508393","PLoS One",11
"26115487","PLoS One",11
"25339196","Proteomics",11
"25280750","J Med Genet",11
"28199418","PLoS One",11
"24713437","Bioinformatics",11
"24713438","Bioinformatics",11
"27616904","J Ginseng Res",11
"26205660","BMC Syst Biol",11
"29728556","Med Sci Monit",11
"27035117","Mol Med Rep",11
"28855721","Sci Rep",11
"26089837","Front Genet",11
"29784063","Cancer Commun (Lond)",11
"28759571","PLoS One",11
"25263162","Sci Rep",11
"30344795","Dis Markers",11
"28855698","Sci Rep",11
"29078019","Plant J",11
"28089917","J Steroid Biochem Mol Biol",11
"25684059","Genes Brain Behav",11
"29036527","Nucleic Acids Res",11
"30356154","Nat Microbiol",11
"28536623","Cell Mol Biol Lett",11
"29932500","Thorac Cancer",11
"26807587","PLoS One",11
"27852218","BMC Genomics",11
"24271392","Nucleic Acids Res",11
"27602764","Oncotarget",11
"30223430","Int J Mol Sci",11
"26114977","Syst Biol Reprod Med",11
"28765595","Sci Rep",11
"26793200","Front Plant Sci",11
"29137225","Oncotarget",11
"25199469","Mol Med Rep",11
"28684781","Sci Rep",11
"27932423","Neuro Oncol",11
"26046386","Autophagy",11
"26886852","PLoS One",11
"24223926","PLoS One",11
"27381557","Sci Rep",11
"27267200","BMC Genomics",11
"23071747","PLoS One",11
"28649431","NPJ Syst Biol Appl",11
"27646592","Br J Pharmacol",11
"23889819","BMC Genomics",11
"27991544","Sci Rep",11
"27644984","Mol Cell Proteomics",11
"22589088","Chem Biodivers",11
"26261187","Brief Bioinform",11
"27645777","Sci Rep",11
"23626000","Bioinformatics",11
"23349698","PLoS One",11
"28707401","Protein Sci",11
"25815883","PLoS One",11
"28420173","Int J Mol Sci",11
"28938589","Oncotarget",11
"23967151","PLoS One",11
"26945906","Aging (Albany NY)",11
"27405874","Anal Bioanal Chem",11
"28520864","Gigascience",11
"25778463","Sci Rep",11
"26729913","Cold Spring Harb Protoc",11
"28674200","Proc Natl Acad Sci U S A",11
"23576428","Proteomics",11
"29039502","Int J Oncol",11
"21672238","BioData Min",11
"27174843","Sci Rep",11
"25708381","BMC Genomics",11
"26989145","Database (Oxford)",11
"28863773","BMC Cancer",11
"27123036","Evid Based Complement Alternat Med",11
"28913912","Respirology",11
"26674991","Int J Chron Obstruct Pulmon Dis",11
"26883193","Oncotarget",11
"30044976","Cell Rep",11
"29951050","Front Microbiol",11
"26483184","J Am Soc Mass Spectrom",11
"28322270","Sci Rep",11
"23293646","Front Plant Sci",11
"22390940","Bioinformatics",11
"29784642","Blood",11
"27785066","Onco Targets Ther",11
"27011903","World J Transplant",11
"20157484","Database (Oxford)",11
"28193161","BMC Plant Biol",11
"28098257","Sci Rep",11
"25778630","Arch Biochem Biophys",11
"24824211","Physiol Genomics",11
"23272088","PLoS One",11
"26452553","Appl Environ Microbiol",11
"27922095","Sci Rep",11
"19914922","Bioinformatics",11
"27356570","Mol Med Rep",11
"19723303","Theor Biol Med Model",11
"28345666","Sci Rep",11
"29416014","Cell Death Dis",11
"29389910","Genes (Basel)",11
"24551177","PLoS One",11
"20308225","Toxicol Sci",11
"28284064","J Nutr Biochem",11
"24963357","J Cancer",11
"28218291","Sci Rep",11
"27119337","PLoS One",11
"30609941","Microbiome",11
"23320540","J Proteome Res",11
"21121029","Pac Symp Biocomput",11
"25607953","PLoS One",11
"26440064","Cell Cycle",11
"29187543","J Virol",11
"27976711","Sci Rep",11
"24514750","JAMA Neurol",11
"27829219","Oncotarget",11
"20876685","Nucleic Acids Res",11
"28123935","Mol Metab",11
"24023735","PLoS One",11
"24463180","Bioinformatics",11
"27830726","Sci Rep",11
"29242380","Mol Cell Proteomics",11
"29163818","Oncotarget",11
"23864680","J Neurosci",11
"27114453","Mol Cell Proteomics",11
"28927467","Microbiome",11
"20492649","BMC Biotechnol",11
"28951890","mSystems",11
"26980748","Oncotarget",11
"28814771","Sci Rep",11
"30133139","Plant Biotechnol J",11
"26412348","Sci Rep",11
"28790205","mBio",11
"28768484","BMC Genomics",11
"28937978","PLoS Biol",11
"30047193","Cancer Sci",11
"28636946","Cell Rep",11
"26077014","J Cell Commun Signal",11
"25101888","Sci Transl Med",11
"22087225","PLoS One",11
"24932473","PLoS One",11
"29980796","ISME J",11
"28341678","Appl Environ Microbiol",11
"15967031","BMC Bioinformatics",11
"28490664","Sci Transl Med",11
"28381207","BMC Evol Biol",11
"22745654","PLoS One",11
"24238744","Microb Cell Fact",11
"29899023","Sci Transl Med",11
"22182709","J Clin Bioinforma",11
"25821483","Evid Based Complement Alternat Med",11
"24069029","Front Genet",11
"23193399","Adv Bioinformatics",11
"28233789","Sci Rep",11
"26745629","PLoS One",11
"28122503","BMC Plant Biol",11
"24695521","PLoS One",11
"28155899","Sci Rep",11
"23961710","BMC Genomics",11
"23970565","Mol Cell Proteomics",11
"28049629","Carcinogenesis",11
"17608928","BMC Syst Biol",11
"22366898","Mol Cell Proteomics",11
"28222718","BMC Med",11
"26487272","Leukemia",11
"29511166","Nat Commun",11
"19523227","BMC Chem Biol",11
"22784859","Nucleic Acids Res",11
"29467471","Sci Rep",11
"25860340","Mol Endocrinol",11
"27761941","Mol Ecol",11
"29357938","Reprod Biol Endocrinol",11
"29324762","PLoS One",11
"27720906","Stem Cell Reports",11
"21767381","BMC Bioinformatics",11
"27678063","Sci Rep",11
"27070462","Elife",11
"29344809","Protein Cell",11
"23825635","PLoS One",11
"29293502","PLoS Comput Biol",11
"16204107","Bioinformatics",11
"29118074","Mol Biol Cell",11
"27482543","JCI Insight",11
"30862783","Nat Commun",11
"27285961","ACS Chem Biol",11
"25418729","Stem Cell Reports",11
"23209399","PLoS Comput Biol",11
"22646522","BMC Genomics",11
"27069508","Biotechnol Biofuels",11
"28844486","Am J Hum Genet",11
"27005401","Sci Rep",11
"28505376","Nucleic Acids Res",11
"25057111","BMC Genomics",11
"30622252","Nat Commun",11
"26911151","Neuro Oncol",11
"26905629","ISME J",11
"24752895","Mol Cell Biol",11
"26879603","Sci Rep",11
"28740499","Front Plant Sci",11
"28634482","Front Plant Sci",11
"30504836","Nat Commun",11
"22564307","BMC Genet",11
"26666178","Sci Rep",11
"28333345","Mol Biol Evol",11
"25026390","J Chem Inf Model",11
"28656058","Theranostics",11
"20798171","Bioinformatics",11
"26310602","Mol Nutr Food Res",11
"26515596","Oncotarget",11
"28416666","Proc Natl Acad Sci U S A",11
"26424812","Mol Biol Evol",11
"21712250","Bioinformatics",11
"28320919","Genome Res",11
"26325386","PLoS One",11
"26311884","J Virol",11
"24741587","J Immunol Res",11
"20196850","BMC Pharmacol",11
"28203242","Front Plant Sci",11
"30200360","Genes (Basel)",11
"26165839","Oncogene",11
"26138921","J Ovarian Res",11
"26224025","Sci Rep",11
"26126791","Physiol Genomics",11
"28721231","NPJ Biofilms Microbiomes",11
"23669032","Mol Cell Proteomics",11
"23596451","Front Plant Sci",11
"30024968","PLoS Pathog",11
"26209509","Cancer Epidemiol Biomarkers Prev",11
"27857134","Nat Commun",11
"29959322","Nat Commun",11
"25799583","PLoS One",11
"27801293","BMC Genomics",11
"25881247","BMC Med Genomics",11
"27697855","Mol Cell Proteomics",11
"23390521","PLoS One",11
"18315852","BMC Bioinformatics",11
"21165486","Integr Biol (Camb)",11
"25714015","Oncotarget",11
"27601571","mBio",11
"22132058","Syst Synth Biol",11
"25575711","Mol Brain",11
"20482861","BMC Bioinformatics",11
"23060147","Integr Biol (Camb)",11
"25526367","PLoS One",11
"25406591","BMC Genomics",11
"25409737","BMC Syst Biol",11
"27457762","Mol Cell Proteomics",11
"23671615","PLoS One",11
"27277198","BMC Genomics",11
"19883503","Genome Biol",11
"27189372","BMC Genomics",11
"23007860","J Pathol",11
"27091189","BMC Psychiatry",11
"22586368","Front Mol Neurosci",11
"23002138","Nucleic Acids Res",11
"26913040","Front Plant Sci",11
"24864043","DNA Res",11
"24999558","J Proteome Res",11
"26903971","Front Microbiol",11
"22978666","BMC Immunol",11
"26771187","PLoS Negl Trop Dis",11
"24586654","PLoS One",11
"26581195","BMC Genomics",11
"26606254","PLoS One",11
"26579153","Front Plant Sci",11
"26447709","PLoS Genet",11
"28912564","Sci Rep",11
"26400176","Nucleic Acids Res",11
"26439921","PLoS Genet",11
"28667090","EMBO Mol Med",11
"28821669","J Neurosci",11
"21358746","Immunol Cell Biol",11
"26388878","Front Plant Sci",11
"24367504","PLoS One",11
"26284112","Front Genet",11
"24032018","Front Psychol",11
"24150748","Biopharm Drug Dispos",11
"22140115","Nucleic Acids Res",11
"26022254","J Exp Bot",11
"23762267","PLoS One",11
"26018585","Nat Commun",11
"25926025","J Proteome Res",11
"23705014","PLoS One",11
"19954553","J Biomed Sci",11
"25888100","BMC Plant Biol",11
"28487311","J Exp Med",11
"25866561","Biotechnol Biofuels",11
"25739022","PLoS One",11
"20589079","PLoS Comput Biol",11
"25651210","PLoS Genet",11
"23077524","PLoS One",11
"27250205","Mol Cell Proteomics",11
"22988110","Proc Natl Acad Sci U S A",11
"30912746","Elife",11
"19948065","BMC Bioinformatics",11
"25155274","G3 (Bethesda)",11
"24936762","ISME J",11
"22479575","PLoS One",11
"20208995","PLoS One",11
"22313111","Biochemistry",11
"24918976","Cells",11
"20161540","Wiley Interdiscip Rev Syst Biol Med",11
"24586888","PLoS One",11
"22058191","Toxicol Sci",11
"19594881","BMC Genomics",11
"26265008","EMBO Rep",11
"21685070","Bioinformatics",11
"27112350","Mol Neurodegener",11
"17135207","Nucleic Acids Res",11
"28395144","Elife",11
"26517092","Oncotarget",11
"26628058","Genome Biol",11
"23369492","BMC Med Genomics",11
"23398888","BMC Genomics",11
"26512648","Int J Mol Sci",11
"23148642","BMC Genomics",11
"28112643","Elife",11
"22829758","PLoS Comput Biol",11
"20109203","BMC Genomics",11
"17338825","BMC Bioinformatics",11
"19372386","Genome Res",11
"22186714","Mol Cell Proteomics",11
"21708028","BMC Genomics",11
"18549508","BMC Syst Biol",11
"31428132","Front Genet",10
"30568862","PeerJ",10
"31749945","J Lasers Med Sci",10
"30524964","Front Oncol",10
"30404000","Cell Rep",10
"29240723","Med Sci Monit",10
"30045016","Cell Physiol Biochem",10
"30046371","Oxid Med Cell Longev",10
"29156005","Nucleic Acids Res",10
"28694795","Front Microbiol",10
"29415651","BMC Genomics",10
"29272447","Nucleic Acids Res",10
"29453409","Sci Rep",10
"28749975","PLoS One",10
"29769534","Sci Rep",10
"29241710","Life Sci",10
"28331560","Gastroenterol Hepatol Bed Bench",10
"28594854","PLoS One",10
"29069447","Nucleic Acids Res",10
"27036106","Genet Sel Evol",10
"28786749","Gut Microbes",10
"28860807","Onco Targets Ther",10
"28914394","Dig Dis Sci",10
"28205101","AMB Express",10
"30097089","Methods Enzymol",10
"28650998","PLoS One",10
"29954413","Mol Neurodegener",10
"30577810","J Transl Med",10
"28952134","Med Oncol",10
"30214625","Theranostics",10
"30413530","Development",10
"28781759","F1000Res",10
"27610375","Biomed Res Int",10
"31340985","Genome Res",10
"25275465","PLoS One",10
"29165708","Nucleic Acids Res",10
"27356888","Mol Med Rep",10
"28915573","Oncotarget",10
"27713574","Sci Rep",10
"30375404","Nat Commun",10
"26617486","Front Neurosci",10
"29438308","Antibiotics (Basel)",10
"29021401","J Virol",10
"26927061","Int J Mol Sci",10
"28849135","Mol Med Rep",10
"28791364","Mol Med Rep",10
"27634459","Toxicol Appl Pharmacol",10
"30545440","BMB Rep",10
"29228394","Schizophr Bull",10
"27854364","Nat Protoc",10
"30060619","Molecules",10
"25002203","BMC Bioinformatics",10
"29127420","Sci Rep",10
"29137226","Oncotarget",10
"27816055","BMC Genomics",10
"25883214","Oncotarget",10
"25414365","Bioinformatics",10
"26781349","Oncol Rep",10
"27906186","Cell Death Dis",10
"29361559","Development",10
"27444336","Sci Rep",10
"30917570","Int J Mol Sci",10
"28643618","Br J Nutr",10
"28694494","Sci Rep",10
"25399255","BMC Genomics",10
"30271486","J Cancer",10
"28338794","J Exp Bot",10
"31575935","Sci Rep",10
"30453621","Viruses",10
"28057018","Respir Res",10
"28437088","J Proteome Res",10
"28103793","BMC Plant Biol",10
"28018242","Front Physiol",10
"27874079","Sci Rep",10
"25889164","BMC Med Genomics",10
"30483520","Microb Cell",10
"29176605","Sci Rep",10
"29707110","Oncotarget",10
"27698451","Sci Rep",10
"30193848","Immunity",10
"25786624","Ir J Med Sci",10
"25207817","J Invest Dermatol",10
"26096802","Mol Med Rep",10
"25768320","Tumori",10
"31283757","PLoS One",10
"26021477","J Proteomics",10
"26680011","BMC Med Genomics",10
"24959249","Oncol Lett",10
"28036274","Oncotarget",10
"28630437","Sci Rep",10
"28338918","DNA Res",10
"29934665","Cell Mol Life Sci",10
"28496157","Sci Rep",10
"23508968","Bioinformatics",10
"22210867","Bioinformatics",10
"28514757","Oncotarget",10
"27681722","Int J Mol Sci",10
"27660006","BMC Complement Altern Med",10
"26196108","Sci Rep",10
"29674717","Nat Commun",10
"30137376","J Natl Cancer Inst",10
"29462363","Plant Cell Physiol",10
"29362722","J Immunol Res",10
"26843850","Proteome Sci",10
"26824579","PLoS One",10
"26103419","Autophagy",10
"26893019","Sci Rep",10
"29891973","Sci Rep",10
"30799274","Stem Cell Reports",10
"22101971","J Am Med Inform Assoc",10
"21731702","PLoS One",10
"28195222","Sci Rep",10
"27432908","Mol Cell Proteomics",10
"22411911","Nucleic Acids Res",10
"29382857","Sci Rep",10
"25526515","PLoS One",10
"27894095","Oncotarget",10
"21975162","BMC Bioinformatics",10
"20947524","Bioinformatics",10
"30572911","J Transl Med",10
"27898074","Transl Psychiatry",10
"25483703","Hum Vaccin Immunother",10
"26861843","Sci Rep",10
"29725462","Oncol Lett",10
"25914544","Onco Targets Ther",10
"27440044","J Biol Chem",10
"27612419","Oncotarget",10
"24349266","PLoS One",10
"25887594","BMC Bioinformatics",10
"28620417","Evid Based Complement Alternat Med",10
"23324119","BMC Genomics",10
"26623177","PeerJ",10
"27556634","BMC Genomics",10
"28874839","Sci Rep",10
"30287886","ISME J",10
"27502923","BMC Syst Biol",10
"29733679","Am J Respir Crit Care Med",10
"25946651","PLoS Comput Biol",10
"23568029","J Am Soc Mass Spectrom",10
"27322389","PLoS One",10
"26273408","Thorac Cancer",10
"24458077","Clin J Am Soc Nephrol",10
"28968100","J Proteome Res",10
"30120320","Sci Rep",10
"28827399","Genes Dev",10
